Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRatio,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,Roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class
71051,1069.422,376.0805924,241.6869288,1.556065089,0.766162709,72335,300.7739066,0.802292231,0.982249257,0.780695778,0.799759181,0.005293108,0.001335757,0.639614748,0.99528218,BARBUNYA
90639,1168.399,405.8089767,286.5421369,1.416227928,0.708111103,92250,339.7133484,0.7805901,0.982536585,0.834339138,0.837126254,0.004477201,0.001356282,0.700780365,0.992464724,BARBUNYA
40718,779.506,293.9528633,178.49862,1.646807484,0.794521883,41399,227.6922655,0.680265972,0.983550327,0.842087804,0.774587677,0.007219236,0.001603073,0.599986069,0.98806155,SIRA
50975,894.842,369.4690259,177.7113495,2.079040123,0.876725423,51620,254.7614292,0.602313546,0.987504843,0.799971249,0.689533929,0.007248044,0.001010702,0.47545704,0.988494262,HOROZ
26995,601.614,218.7189025,157.448937,1.389141818,0.694110048,27306,185.3944484,0.757074347,0.988610562,0.937254054,0.847637979,0.008102201,0.002580028,0.718490143,0.998084703,DERMASON
45174,768.607,275.315634,209.473988,1.31431896,0.648927417,45529,239.8276948,0.793570487,0.992202772,0.960925549,0.871100894,0.00609456,0.002164691,0.758816767,0.997327264,SEKER
37713,717.219,252.764546,190.9237129,1.323903365,0.655330644,38160,219.1293749,0.715820442,0.988286164,0.921292155,0.866930819,0.006702319,0.0023353,0.751569045,0.995004788,DERMASON
206303,1734.416,666.0177998,395.9859468,1.681922819,0.804053018,207854,512.5164756,0.817592042,0.992538032,0.861804713,0.769523691,0.003228348,0.00069831,0.592166711,0.995978704,BOMBAY
40303,744.994,266.9100245,192.8651008,1.383920799,0.691282393,40818,226.5289681,0.755983643,0.987383017,0.912518522,0.848709105,0.006622585,0.002119545,0.720307145,0.996848041,SIRA
24209,579.416,220.0976231,140.7041451,1.564258273,0.768973529,24517,175.5672411,0.821535225,0.987437288,0.906161794,0.797678951,0.009091562,0.002270549,0.636291709,0.99532457,DERMASON
33248,660.068,230.9698347,183.4292487,1.259176693,0.607696024,33511,205.7490422,0.787661984,0.992151831,0.958954568,0.890804821,0.006946879,0.002698359,0.793533229,0.999198547,SEKER
32355,657.166,221.279621,186.3604099,1.18737462,0.539174328,32720,202.9671537,0.783793605,0.988844743,0.941458316,0.917242866,0.006839117,0.002986188,0.841334475,0.998979202,SEKER
55148,939.385,386.7406464,182.4424636,2.119795133,0.881735721,55722,264.9841777,0.675684285,0.989698862,0.785330363,0.685172816,0.007012777,0.000953389,0.469461787,0.995162812,HOROZ
29494,635.349,236.3936939,159.2185655,1.484711868,0.739158651,29830,193.7857764,0.771427824,0.988736172,0.918160993,0.819758654,0.008014976,0.002232678,0.672004251,0.997732688,DERMASON
43149,782.843,295.418889,187.0161151,1.579644027,0.774107621,43698,234.3907275,0.692833861,0.987436496,0.884771763,0.793418214,0.006846483,0.001673617,0.629512463,0.994405602,SIRA
40310,729.425,255.4046089,201.238656,1.269162764,0.615776332,40674,226.5486395,0.751659581,0.991050794,0.952053544,0.887018603,0.006336011,0.002419505,0.786802003,0.998579805,SEKER
39622,723.79,250.3520465,201.7265508,1.241046582,0.592226516,39956,224.606984,0.797544283,0.991640805,0.950432111,0.897164561,0.006318511,0.002525125,0.80490425,0.998923669,SEKER
46063,792.738,288.9321891,203.5215767,1.419663672,0.709810993,46480,242.1760375,0.790631812,0.991028399,0.921091406,0.838176038,0.006272544,0.001909697,0.702539071,0.997369197,SIRA
49949,823.828,299.1147955,212.9170718,1.404841768,0.702357943,50448,252.1845396,0.757560591,0.990108627,0.924833526,0.84310286,0.005988404,0.001866436,0.710822433,0.998593043,SEKER
26811,607.041,227.1015318,151.194627,1.502047634,0.746167869,27130,184.7615367,0.736950606,0.988241799,0.914296016,0.813563586,0.008470461,0.002289037,0.661885709,0.994183863,DERMASON
66877,1003.152,391.0431802,219.5216171,1.781342473,0.827561975,67627,291.8054849,0.805844078,0.988909755,0.835128222,0.746223179,0.0058472,0.001118414,0.556849032,0.991938832,CALI
33198,687.953,267.4495915,159.0087648,1.681980185,0.804068013,33583,205.5942762,0.828045495,0.988535866,0.881463324,0.768721594,0.008056196,0.001735346,0.590932889,0.993937409,DERMASON
35680,686.068,230.9097907,197.0362234,1.171915431,0.52141391,35991,213.1412371,0.804020101,0.991358951,0.952577641,0.923049804,0.006471687,0.002897996,0.852020941,0.998496489,SEKER
48290,856.955,325.4990704,189.9201556,1.713873229,0.812132015,49146,247.9611615,0.74611415,0.982582509,0.826325272,0.761787618,0.006740507,0.001400258,0.580320375,0.994595555,HOROZ
75675,1106.158,452.6645244,213.5092184,2.120117003,0.881774034,76468,310.4068339,0.612852284,0.989629649,0.777191361,0.685732628,0.005981692,0.000815874,0.470229237,0.996941001,HOROZ
51207,882.113,355.7001407,184.5363073,1.927534727,0.854897222,51845,255.3405126,0.735415769,0.987694088,0.826971899,0.71785328,0.006946319,0.00113783,0.515313331,0.993284341,HOROZ
30792,647.984,236.4552024,166.2777626,1.42204946,0.710981788,31118,198.0040203,0.802648385,0.989523748,0.921550623,0.837384918,0.007679112,0.002329117,0.701213501,0.99716028,DERMASON
40124,747.872,281.0285649,182.6141493,1.53891999,0.760099791,40594,226.0253603,0.744111865,0.988421934,0.901487145,0.804278954,0.007004002,0.00180781,0.646864636,0.99547292,SIRA
79332,1203.338,399.2101885,254.6710076,1.567552554,0.770088436,81293,317.8185639,0.773419906,0.975877382,0.688466804,0.796118368,0.005032146,0.001246934,0.633804457,0.993521795,BARBUNYA
48906,834.315,316.5775241,197.6116208,1.602018762,0.781254671,49515,249.5376789,0.686111111,0.987700697,0.882900787,0.788235613,0.006473184,0.001541423,0.621315382,0.995358899,SIRA
57949,964.495,380.8861999,195.1766231,1.951494979,0.858730398,58796,271.6301868,0.65111236,0.985594258,0.78280907,0.713153133,0.006572783,0.001048722,0.508587391,0.99250574,HOROZ
87745,1179.474,415.3573846,270.4369885,1.535874907,0.75899651,89355,334.2460229,0.713652482,0.981981982,0.792602611,0.804719105,0.004733687,0.001224494,0.647572838,0.994590873,BARBUNYA
53054,924.223,372.240606,184.9815247,2.012312346,0.867784474,54176,259.9046956,0.710284628,0.979289722,0.780502778,0.698216937,0.007016259,0.001028601,0.487506891,0.981016135,HOROZ
43549,788.619,296.0748245,188.7950757,1.568233829,0.770317928,44372,235.4746461,0.800283,0.981452267,0.87994105,0.795321407,0.00679866,0.00167793,0.632536141,0.991964574,SIRA
29030,626.492,229.2453412,161.6185812,1.418434314,0.709204635,29318,192.2554134,0.749257969,0.990176683,0.929449591,0.8386448,0.007896843,0.002409603,0.703325101,0.997620457,DERMASON
76106,1067.897,424.8176138,229.6271897,1.850031847,0.841323947,76853,311.2895257,0.681953405,0.990280145,0.838629293,0.732760403,0.00558192,0.000992685,0.536937808,0.993352044,CALI
44614,850.425,351.2689862,162.3080891,2.164211212,0.886847566,45243,238.3365458,0.633955722,0.986097297,0.775191478,0.678501533,0.007873515,0.001029323,0.460364331,0.996325646,HOROZ
46218,820.662,314.5132965,187.9773529,1.673144619,0.801737017,46825,242.5831513,0.668663194,0.987036839,0.862367466,0.771296966,0.006804996,0.001485573,0.594899009,0.995352077,SIRA
38553,732.761,281.6122005,174.6184563,1.612728726,0.784548794,39006,221.5563228,0.697728712,0.988386402,0.902284193,0.786742628,0.007304547,0.00172625,0.618963963,0.998220964,DERMASON
80286,1211.485,411.5015508,249.2263805,1.651115544,0.795730297,81587,319.7238028,0.779044606,0.984053832,0.687406449,0.776968646,0.005125446,0.001152193,0.603680277,0.996745889,BARBUNYA
46281,792.617,291.0355096,202.736418,1.43553641,0.717456104,46737,242.7484282,0.720259587,0.990243276,0.925733186,0.834085258,0.006288445,0.001877434,0.695698218,0.998700122,SIRA
175387,1587.972,603.2318039,372.2073688,1.62068743,0.786945804,176888,472.5565194,0.797228131,0.991514405,0.874020427,0.783374677,0.003439433,0.000798996,0.613675884,0.994576791,BOMBAY
183243,1653.91,621.0828564,380.4553283,1.632472488,0.790418086,187180,483.0240511,0.783571942,0.97896677,0.841808896,0.777712742,0.003389395,0.000764854,0.604837109,0.98737994,BOMBAY
61811,978.904,389.9334902,202.7154975,1.923550469,0.85424418,62553,280.5355762,0.811657956,0.988138059,0.810579148,0.719444683,0.006308481,0.001042543,0.517600652,0.995630976,HOROZ
185896,1652.683,618.1100834,387.6740194,1.594406776,0.778864267,187616,486.5081072,0.806693224,0.990832338,0.855265176,0.787089744,0.003325032,0.000787177,0.619510265,0.987751364,BOMBAY
35650,700.907,267.4872008,170.1594591,1.571979613,0.771573186,36035,213.0516129,0.803796898,0.989315943,0.911902914,0.796492738,0.007503147,0.001862733,0.634400682,0.997264938,DERMASON
34593,697.522,259.7300932,170.1627664,1.526362663,0.755496838,35028,209.8694251,0.767369122,0.987581363,0.893474724,0.808028914,0.007508169,0.001974338,0.652910725,0.996578553,SIRA
70023,1025.656,363.0341855,246.508518,1.472704426,0.734117108,71050,298.5901081,0.719808799,0.985545391,0.836463755,0.822484824,0.005184499,0.001463518,0.676481285,0.996256983,BARBUNYA
59192,959.297,388.0714346,195.5276968,1.984738944,0.863794315,60018,274.5279496,0.768029064,0.986237462,0.808289069,0.70741602,0.006556147,0.00101281,0.500437425,0.993237647,HOROZ
162820,1525.029,551.6299825,377.1518839,1.46262025,0.729759001,164278,455.3118301,0.73386308,0.991124801,0.879754323,0.825393551,0.003387974,0.000969983,0.681274514,0.9964459,BOMBAY
52964,919.804,374.4025122,181.0813373,2.067593037,0.875259185,53536,259.6841529,0.824470735,0.989315601,0.786683521,0.693596182,0.007069,0.00100917,0.481075663,0.994668691,HOROZ
33796,689.612,257.0214392,167.8566113,1.531196401,0.757285401,34210,207.4377103,0.69658058,0.987898275,0.893028965,0.807083296,0.007605085,0.001990477,0.651383447,0.99739599,DERMASON
84964,1106.69,427.7566023,255.9742087,1.671092586,0.801189371,86555,328.9065592,0.806033583,0.981618624,0.87175178,0.768910538,0.005034563,0.001085537,0.591223415,0.987989066,CALI
57761,910.99,330.2813373,223.64553,1.476807237,0.735857484,58490,271.1892132,0.791268254,0.987536331,0.874615859,0.821085488,0.005718068,0.001603181,0.674181379,0.99563594,BARBUNYA
45421,787.527,291.1859395,199.2024204,1.461759044,0.729381404,45821,240.4824596,0.783471901,0.991270378,0.9203132,0.825872499,0.006410822,0.001839694,0.682065385,0.997015244,SIRA
65198,991.49,391.1459696,212.8302058,1.837831092,0.839007636,65780,288.1191973,0.803396054,0.991152326,0.833426799,0.736602751,0.005999355,0.001089476,0.542583613,0.997177034,CALI
57869,945.702,393.6746194,187.7028924,2.097328466,0.879013415,58433,271.442626,0.791100478,0.99034792,0.813106114,0.6895101,0.006802859,0.000948492,0.475424177,0.997120661,HOROZ
47273,817.055,306.0334048,197.0364124,1.553181978,0.765160521,47838,245.336204,0.714395817,0.988189306,0.889857457,0.801664786,0.006473746,0.001649327,0.642666429,0.998177916,SIRA
34006,678.783,253.5999882,170.9734539,1.483271131,0.738561988,34347,208.0811956,0.800141176,0.990071913,0.927477752,0.820509484,0.007457507,0.002085009,0.673235814,0.998591247,DERMASON
184827,1607.292,599.8428246,393.4595067,1.52453509,0.754815056,186978,485.1072514,0.791838571,0.988495973,0.899053865,0.808723938,0.003245429,0.000856353,0.654034408,0.997098405,BOMBAY
71598,1066.952,400.0596424,228.747662,1.748912487,0.820404274,72858,301.9294701,0.664038879,0.982706086,0.790352791,0.754711143,0.005587581,0.001118218,0.56958891,0.996161157,BARBUNYA
44111,790.752,301.2185767,187.2377707,1.608749002,0.78333402,44655,236.989176,0.785830082,0.987817714,0.886494753,0.786768129,0.00682865,0.001613993,0.619004089,0.99582221,SIRA
82602,1118.823,441.6257063,240.6262772,1.835317869,0.838523948,84018,324.3025329,0.714550173,0.983146469,0.829235059,0.734337989,0.005346429,0.00095902,0.539252282,0.989699349,CALI
27740,628.02,226.9172302,156.0404649,1.454220419,0.726038868,28178,187.935268,0.781804859,0.984455959,0.883831288,0.828210656,0.008180145,0.002374127,0.68593289,0.997497615,DERMASON
26614,598.639,220.4256253,154.085455,1.430541418,0.715086444,26917,184.0814962,0.74674523,0.988743173,0.933232819,0.835118403,0.008282319,0.002484986,0.697422747,0.997692126,DERMASON
39514,721.708,258.2234064,195.1428176,1.323253449,0.654902796,39854,224.3006629,0.763334299,0.991468861,0.95331806,0.868630253,0.006534985,0.002294902,0.754518516,0.998419229,SEKER
32925,656.646,225.1281702,186.4615283,1.207370616,0.560364527,33252,204.7471905,0.768683025,0.990166005,0.959562001,0.909469438,0.006837606,0.002885601,0.827134659,0.998658083,SEKER
36007,692.918,254.009914,180.8653911,1.404414147,0.702138216,36355,214.1157077,0.79823978,0.990427727,0.942395311,0.842942326,0.007054459,0.002197025,0.710551765,0.997908951,DERMASON
87822,1143.406,443.3108289,254.1225911,1.744476266,0.81938895,88552,334.3926484,0.789908257,0.991756256,0.844135672,0.754307422,0.005047833,0.001008041,0.568979687,0.992571559,CALI
53611,939.045,388.4942698,177.244331,2.191857238,0.889859793,54416,261.2654689,0.651251215,0.985206557,0.763995786,0.672507909,0.00724654,0.000914324,0.452266887,0.99130445,HOROZ
58176,949.025,380.1034973,196.0077084,1.939227291,0.8567877,58940,272.1616868,0.818918919,0.987037665,0.811705362,0.716019949,0.006533682,0.001059347,0.512684568,0.994211905,HOROZ
44492,787.843,295.1801712,192.6706336,1.532045469,0.75759739,44973,238.010449,0.75689837,0.989304694,0.900766925,0.80632262,0.006634455,0.001729898,0.650156167,0.996068811,SIRA
76814,1136.843,413.8137885,236.6652789,1.748519219,0.820314629,78152,312.7341081,0.670384528,0.982879517,0.746877302,0.755736316,0.005387218,0.001083991,0.57113738,0.998644685,BARBUNYA
53081,902.864,368.9348248,184.4943256,1.999708249,0.865983283,53738,259.970822,0.608392169,0.987774015,0.818284428,0.704652433,0.006950412,0.001057037,0.496535052,0.992925238,HOROZ
55248,929.855,382.2083974,184.313688,2.073684279,0.87604273,55777,265.2243171,0.6213435,0.990515804,0.802963795,0.693925929,0.006918049,0.0009895,0.481533194,0.998547815,HOROZ
208477,1726.086,642.6828882,416.1311172,1.544424009,0.762073452,210800,515.2098219,0.794270714,0.988980076,0.879312309,0.8016548,0.003082752,0.000785358,0.642650418,0.992524734,BOMBAY
39434,728.011,265.9602824,189.8956657,1.400560046,0.700145607,39831,224.0734884,0.723294204,0.990032889,0.934985366,0.842507334,0.006744441,0.002096141,0.709818608,0.994143582,SIRA
68377,1089.552,405.3128841,222.2934632,1.823323449,0.83618398,72153,295.059825,0.62283778,0.947666764,0.723809005,0.727980374,0.00592762,0.001026925,0.529955425,0.966280154,HOROZ
37951,720.358,266.8187734,181.3799543,1.471048851,0.733409523,38373,219.8197306,0.782575523,0.989002684,0.919044035,0.823854063,0.007030612,0.001997902,0.678735518,0.998453103,DERMASON
40000,727.877,246.6991625,206.8884621,1.192425909,0.544706845,40425,225.6758334,0.755857899,0.989486704,0.94875453,0.914781514,0.006167479,0.00266414,0.836825218,0.997852072,SEKER
56433,948.827,381.6930632,191.6640222,1.991469546,0.864785328,57627,268.0535902,0.76372273,0.979280546,0.787714669,0.702275247,0.00676365,0.001014823,0.493190522,0.982173906,HOROZ
51025,900.15,374.270698,175.1092368,2.137355543,0.883798421,51785,254.8863428,0.748946851,0.985323936,0.791339977,0.681021368,0.007335046,0.000973253,0.463790104,0.99128435,HOROZ
35221,674.683,237.2809781,189.1299913,1.254592021,0.603884463,35484,211.7658377,0.762755544,0.992588209,0.972326252,0.892468665,0.006736918,0.00263641,0.796500318,0.999282944,SEKER
30200,639.057,234.246627,164.556349,1.423504036,0.711691777,30517,196.0913926,0.719767386,0.989612347,0.929260794,0.837115117,0.007756511,0.002349562,0.700761719,0.997537136,DERMASON
41637,752.604,283.1175686,187.7286654,1.508121138,0.748551454,42017,230.2474211,0.761898662,0.990956042,0.923753826,0.813257271,0.006799663,0.001834759,0.661387388,0.997452301,DERMASON
51478,869.426,319.0620024,206.2256694,1.547149796,0.76304122,52181,256.0152833,0.73918038,0.986527663,0.855788177,0.802399789,0.006198026,0.00158488,0.643845421,0.996125312,SIRA
68173,1030.906,368.816598,237.0123116,1.556107341,0.766177345,69468,294.6193468,0.771231404,0.981358323,0.806091117,0.798823449,0.00541001,0.00135888,0.638118902,0.992981508,BARBUNYA
68934,1013.374,400.5776187,221.3945774,1.809337986,0.833388027,70217,296.2591683,0.82252291,0.981728072,0.843536402,0.739579933,0.005811031,0.001072441,0.546978477,0.989668935,CALI
42613,782.51,284.9225259,191.321562,1.489233743,0.741017003,43152,232.9303688,0.698883112,0.98750927,0.874524904,0.817521774,0.006686282,0.001842306,0.668341851,0.995317236,SIRA
38806,746.919,280.8198073,177.4681682,1.582367194,0.774997281,39462,222.282104,0.766129669,0.983376413,0.874101226,0.7915471,0.007236505,0.001752329,0.626546811,0.99142712,SIRA
45552,793.486,293.3034561,198.6151694,1.476742471,0.735830155,46173,240.829001,0.705904231,0.986550582,0.909156769,0.82109159,0.006438871,0.001805327,0.674191399,0.995607072,SIRA
34568,694.693,262.1689291,168.3466832,1.557315678,0.766595287,34921,209.7935761,0.808475805,0.989891469,0.900115565,0.800222882,0.007584151,0.001918362,0.640356662,0.997237469,DERMASON
75375,1069.909,423.7125404,228.6251773,1.853306558,0.841936808,76234,309.7909467,0.787568178,0.988732062,0.827453329,0.731134713,0.005621394,0.000990862,0.534557969,0.990699789,CALI
43873,786.122,293.0074168,191.3081966,1.531598865,0.757433367,44437,236.3489762,0.778511223,0.987307874,0.892128257,0.806631377,0.006678536,0.00174406,0.650654179,0.996541202,SIRA
27131,606.101,214.6405995,161.7794571,1.326748175,0.657192771,27448,185.8608676,0.716273298,0.988450889,0.928080535,0.865916644,0.007911268,0.002743659,0.749811634,0.994811218,DERMASON
59516,939.011,353.4800427,216.6419379,1.631632574,0.790173606,60643,275.2782678,0.760102171,0.981415827,0.848207756,0.778766082,0.005939244,0.001347532,0.60647661,0.989546993,CALI
80737,1095.419,419.110364,250.4878689,1.673176293,0.801745451,83362,320.6205563,0.749563651,0.968510832,0.8455162,0.765002691,0.005191057,0.001096699,0.585229117,0.979191485,CALI
71128,1041.841,397.15082,232.5928973,1.707493327,0.810561284,73413,300.9368411,0.707994904,0.968874722,0.823469603,0.757739443,0.005583607,0.001135466,0.574169063,0.980389844,CALI
45942,847.435,349.2138732,167.9959347,2.078704308,0.876682788,46485,241.8577499,0.787959866,0.988318813,0.803909143,0.692577725,0.00760119,0.001078786,0.479663905,0.997079426,HOROZ
58961,936.527,363.145456,208.2099472,1.744131156,0.819309586,59576,273.9917459,0.813816425,0.989677051,0.844761475,0.754495868,0.006159079,0.001231184,0.569264014,0.992871103,CALI
41979,757.238,272.5799202,196.580706,1.386605663,0.692741921,42362,231.191096,0.72238092,0.990958878,0.919977389,0.848158939,0.006493245,0.002072767,0.719373586,0.997487488,DERMASON
55155,886.757,332.7501819,212.9079635,1.562882743,0.768505428,56088,265.0009945,0.718922301,0.983365426,0.88142528,0.796396242,0.006033001,0.001497028,0.634246975,0.991253651,SIRA
39088,719.97,254.2456423,195.9227554,1.297683068,0.637314046,39470,223.0882949,0.783420852,0.990321763,0.947598823,0.877451794,0.006504442,0.002378389,0.76992165,0.999114289,SEKER
55547,940.167,379.8429594,187.5577238,2.025205636,0.869588556,56288,265.9410404,0.61337235,0.98683556,0.789696959,0.700134184,0.006838226,0.001013557,0.490187876,0.992731249,HOROZ
43024,761.989,276.965716,198.539359,1.395016673,0.697240468,43405,234.0509734,0.811880814,0.991222209,0.931157713,0.845053954,0.00643747,0.002025036,0.714116185,0.996203985,SIRA
30170,634.852,226.547554,170.0488465,1.332249872,0.660745574,30467,195.993972,0.810237405,0.990251748,0.940676273,0.865133914,0.007509034,0.00259476,0.748456688,0.997131327,DERMASON
33236,660.788,210.8580025,200.9273673,1.049424005,0.303273094,33611,205.711909,0.76828479,0.988842938,0.956520582,0.975594507,0.006344265,0.003545182,0.951784642,0.998825651,SEKER
47806,849.353,347.6649854,175.9699975,1.975706032,0.862446535,48423,246.7154022,0.810614667,0.987258121,0.832752262,0.709635461,0.007272413,0.001137626,0.503582488,0.994930958,HOROZ
37054,714.082,266.6096158,177.1924391,1.504633138,0.747187025,37411,217.2063951,0.776813417,0.990457352,0.913164016,0.814698279,0.007195164,0.001955274,0.663733286,0.998675097,DERMASON
52384,874.216,328.0692734,204.7184148,1.602539144,0.78141658,53074,258.2583596,0.712620223,0.986999284,0.861332869,0.78720679,0.006262776,0.001483549,0.61969453,0.993084742,SIRA
47121,822.883,312.011823,193.7138405,1.610684204,0.783926083,47831,244.9414636,0.735690867,0.98515607,0.874476578,0.785039045,0.006621503,0.00155132,0.616286302,0.992642613,SIRA
46298,842.976,329.6366159,179.9828696,1.831488834,0.83778265,46971,242.7930074,0.639731384,0.98567201,0.818731829,0.736547446,0.007119889,0.001292575,0.542502139,0.993586611,HOROZ
34260,674.024,234.0035746,187.3058915,1.249312409,0.599412484,34667,208.8568572,0.737869096,0.988259728,0.947646802,0.892537037,0.006830227,0.002673744,0.796622363,0.995230204,DERMASON
50090,847.229,327.783447,195.5280256,1.676401355,0.802601287,50665,252.540232,0.781703549,0.988650942,0.876918576,0.770448399,0.00654389,0.001422296,0.593590736,0.995096314,SIRA
50300,891.244,362.9934357,177.6220912,2.043627756,0.872101003,50981,253.0690599,0.687618761,0.986642082,0.795764592,0.697172552,0.007216569,0.001051651,0.486049567,0.993304387,HOROZ
92222,1180.856,460.1372664,260.2161093,1.768288933,0.824735651,94510,342.6670356,0.722884578,0.975790922,0.831094712,0.744706114,0.004989452,0.000946613,0.554587196,0.980670402,CALI
45988,774.279,268.1410248,218.6060795,1.226594546,0.579087603,46335,241.9788011,0.799819124,0.992511061,0.963960916,0.902431104,0.005830674,0.002385364,0.814381898,0.998916394,SEKER
67959,1017.31,359.5833377,241.1931776,1.490852027,0.741676841,69095,294.1565675,0.769472028,0.983558868,0.825182894,0.818048382,0.005291181,0.001461667,0.669203155,0.99768288,BARBUNYA
31972,639.974,213.6874805,190.6449473,1.120866215,0.451705439,32246,201.7622728,0.772270531,0.991502822,0.980968377,0.944193232,0.006683582,0.003276669,0.891500859,0.999253193,SEKER
85130,1132.32,442.9890756,249.1711076,1.77785089,0.826813022,87434,329.2277061,0.693772106,0.973648695,0.834361278,0.743195993,0.005203678,0.000979273,0.552340285,0.981978667,CALI
62597,979.535,393.4906691,203.4969369,1.933644187,0.855889811,63249,282.3136125,0.640483353,0.989691537,0.819829359,0.717459484,0.006286095,0.001027425,0.514748111,0.995339693,HOROZ
31242,656.919,248.6522245,160.8588295,1.545779149,0.762555377,31627,199.4456063,0.737709563,0.987826857,0.909756246,0.802106664,0.007958909,0.002032178,0.6433751,0.994515815,DERMASON
69966,1017.515,390.8109652,230.5279676,1.69528656,0.807497657,70935,298.4685544,0.709882305,0.986339607,0.849210332,0.763715916,0.005585727,0.00117216,0.583262001,0.988796231,CALI
29501,640.635,240.5941928,156.5127729,1.537217623,0.759484003,29826,193.8087712,0.708069316,0.989103467,0.903285997,0.805542183,0.008155459,0.00211827,0.648898208,0.997497761,DERMASON
27612,619.436,235.4348097,149.7855249,1.57181283,0.771517529,27945,187.5011742,0.782253952,0.988083736,0.904304819,0.796403787,0.00852654,0.002115855,0.634258993,0.996936422,DERMASON
27903,626.565,236.0763095,151.0462383,1.562940674,0.768525173,28254,188.4866123,0.800292549,0.98757698,0.893158427,0.798413923,0.008460607,0.002120771,0.637464792,0.996319651,DERMASON
66456,1053.899,351.8617044,241.4055163,1.457554533,0.727525467,68026,290.8855569,0.720718376,0.976920589,0.751875748,0.826704223,0.005294657,0.001525521,0.683439872,0.996150883,BARBUNYA
43333,783.624,298.9089791,185.3006653,1.613102568,0.784662348,43790,234.8899512,0.787071346,0.989563827,0.886774434,0.78582434,0.006897953,0.001622564,0.617519893,0.996122926,SIRA
42730,748.355,260.9115536,208.7675966,1.249770356,0.599803951,43110,233.2499212,0.754480445,0.99118534,0.95879868,0.893980807,0.006106051,0.002405764,0.799201683,0.998818573,SEKER
31494,650.262,236.2931678,170.0104176,1.389874639,0.694503474,31769,200.2483613,0.733442012,0.991343763,0.935967861,0.847457263,0.0075028,0.00238712,0.718183813,0.998185468,DERMASON
47017,820.516,306.1999651,196.0552927,1.561804126,0.768137304,47595,244.6710111,0.781065187,0.987855867,0.877587988,0.7990563,0.006512537,0.001637719,0.63849097,0.997197832,SIRA
78419,1078.779,424.1695852,237.9201791,1.782823075,0.827878036,79787,315.9844488,0.736840622,0.98285435,0.84677143,0.744948388,0.005409015,0.001027549,0.554948101,0.98937428,CALI
59135,1064.665,343.159616,219.8602324,1.560808029,0.767796508,61028,274.395737,0.69358433,0.968981451,0.655584249,0.799615468,0.005802987,0.001463377,0.639384897,0.997957081,BARBUNYA
28410,643.165,245.5352113,147.9902013,1.659131545,0.797949007,28845,190.1913128,0.726505562,0.984919397,0.863050666,0.774598934,0.008642563,0.001919243,0.600003508,0.995484747,DERMASON
